
==================================================
ARCUS-X RUN START
Run ID: 2026-09-06T12:11:50
Model: MAI-Thinking-1
Total Probes: 2700
==================================================

------------------------------
EXECUTION COMPATIBILITY
Provider: azure
Model: MAI-Thinking-1
Adaptations:
- max_tokens -> max_completion_tokens
  (reason: [UNSUPPORTED_PARAMETER] provider=azure model=MAI-Thinking-1 time=2026-09-06T16:12:16.817090 status=400 code=invalid_request_error retryable=False recoverable=True feature=max_tokens: `max_tokens` is not supported; use `max_completion_tokens` instead.)
------------------------------

=== RAW STREAM ENTRY (Tokens: 170) ===
Parameters: z=78, gravity=3.0, tier=2, grid=default
Grid: 5x5
InitialState: (2, 0)
TransitionRules: {'north': {'dx': -1, 'dy': 0}, 'south': {'dx': 1, 'dy': 0}, 'east': {'dx': 0, 'dy': 1}, 'west': {'dx': 0, 'dy': -1}}
EnvironmentMetadata: seed=6430, tier=3, gravity=3.0, z=149, grid_key=default, model_id=MAI-Thinking-1, tier_name=coordinate_transformation, experiment_hash=75bb66e616ba3cf8dfcd767e726f58197f974bfc86fde783a56301a9db2f6dc8
Latency(ms): 62500.359
InputTokens: 4022
OutputTokens: 4341
------------------------------
[MODEL OUTPUT]:
[3,0]
[2,0]
[3,0]
[2,0]
[1,0]
[1,1]
[0,1]
[0,2]
[10,2]
[9,2]
[8,2]
[9,2]
[10,2]
[10,3]
[9,3]
[9,2]
[9,3]
[8,3]
[8,2]
[8,1]
[8,2]
[8,1]
[9,1]
[8,1]
[9,1]
[9,2]
[8,2]
[8,3]
[9,3]
[10,3]
[0,3]
[0,4]
[0,3]
[0,4]
[0,3]
[0,2]
[0,3]
[0,4]
[0,5]
[0,4]
[1,4]
[1,5]
[1,4]
[0,4]
[10,4]
[10,5]
[0,5]
[10,5]
[0,5]
[10,5]
[9,5]
[8,5]
[8,4]
[8,5]
[8,6]
[8,7]
[7,7]
[8,7]
[9,7]
[9,6]
[8,6]
[7,6]
[7,5]
[6,5]
[6,6]
[6,7]
[6,8]
[6,7]
[6,8]
[7,8]
[7,7]
[6,7]
[6,6]
[6,5]
[6,4]
[7,4]
[7,3]
[8,3]
[9,3]
[9,2]
[9,3]
[9,4]
[9,3]
[8,3]
[9,3]
[9,4]
[9,5]
[8,5]
[9,5]
[8,5]
[9,5]
[8,5]
[8,6]
[8,7]
[8,8]
[9,8]
[8,8]
[8,7]
[8,8]
[8,9]
[8,0]
[9,0]
[10,0]
[9,0]
[9,9]
[10,9]
[10,8]
[0,8]
[1,8]
[0,8]
[10,8]
[9,8]
[9,7]
[9,6]
[9,7]
[9,8]
[9,7]
[10,7]
[9,7]
[8,7]
[8,8]
[7,8]
[7,7]
[8,7]
[8,8]
[9,8]
[9,9]
[9,8]
[9,7]
[8,7]
[7,7]
[6,7]
[6,8]
[7,8]
[6,8]
[5,8]
[6,8]
[6,7]
[6,6]
[7,6]
[8,6]
[9,6]
[9,7]
[9,6]
[9,5]
[9,4]
[9,3]
[9,4]
[8,4]

[GROUND TRUTH EXPECTED]:
[3,0]
[2,0]
[3,0]
[2,0]
[1,0]
[1,1]
[0,1]
[0,2]
[10,2]
[9,2]
[8,2]
[9,2]
[10,2]
[10,3]
[9,3]
[9,2]
[9,3]
[8,3]
[8,2]
[8,1]
[8,2]
[8,1]
[9,1]
[8,1]
[9,1]
[9,2]
[8,2]
[8,3]
[9,3]
[10,3]
[0,3]
[0,4]
[0,3]
[0,4]
[0,3]
[0,2]
[0,3]
[0,4]
[0,5]
[0,4]
[1,4]
[1,5]
[1,4]
[0,4]
[10,4]
[10,5]
[0,5]
[10,5]
[0,5]
[10,5]
[9,5]
[8,5]
[8,4]
[8,5]
[8,6]
[8,7]
[7,7]
[8,7]
[9,7]
[9,6]
[8,6]
[7,6]
[7,5]
[6,5]
[6,6]
[6,7]
[6,8]
[6,7]
[6,8]
[7,8]
[7,7]
[6,7]
[6,6]
[6,5]
[6,4]
[7,4]
[7,3]
[8,3]
[9,3]
[9,2]
[9,3]
[9,4]
[9,3]
[8,3]
[9,3]
[9,4]
[9,5]
[8,5]
[9,5]
[8,5]
[9,5]
[8,5]
[8,6]
[8,7]
[8,8]
[9,8]
[8,8]
[8,7]
[8,8]
[8,9]
[8,0]
[9,0]
[10,0]
[9,0]
[9,9]
[10,9]
[10,8]
[0,8]
[1,8]
[0,8]
[10,8]
[9,8]
[9,7]
[9,6]
[9,7]
[9,8]
[9,7]
[10,7]
[9,7]
[8,7]
[8,8]
[7,8]
[7,7]
[8,7]
[8,8]
[9,8]
[9,9]
[9,8]
[9,7]
[8,7]
[7,7]
[6,7]
[6,8]
[7,8]
[6,8]
[5,8]
[6,8]
[6,7]
[6,6]
[7,6]
[8,6]
[9,6]
[9,7]
[9,6]
[9,5]
[9,4]
[9,3]
[9,4]
[8,4]
[7,4]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=149, gravity=3.0, tier=0, grid=default
Grid: 8x6
InitialState: (5, 5)
Actions: ['west', 'west', 'south', 'west', 'north', 'west', 'south', 'north', 'west', 'south', 'north', 'east', 'north', 'south', 'north', 'north', 'south', 'east', 'east', 'south', 'west', 'south', 'east', 'north', 'west', 'east', 'east', 'east', 'west', 'north', 'west', 'east', 'east', 'south', 'south', 'east', 'west', 'west', 'south', 'west', 'south', 'south', 'south', 'west', 'north', 'east', 'east', 'south', 'south', 'south', 'east', 'east', 'north', 'west', 'south', 'west', 'north', 'north', 'south', 'west', 'east', 'west', 'west', 'south', 'south', 'west', 'east', 'south', 'west', 'north', 'north', 'east', 'south', 'south', 'west', 'south', 'east', 'south', 'north', 'west', 'west', 'north', 'west', 'west', 'east', 'south', 'north', 'east', 'east', 'east', 'south', 'north', 'east', 'north', 'east', 'west', 'west', 'north', 'east', 'south', 'north', 'south', 'south', 'west', 'west', 'south', 'west', 'east', 'south', 'south', 'south', 'west', 'north', 'south', 'north', 'east', 'east', 'north', 'east', 'south', 'west', 'north', 'south', 'north', 'north', 'east', 'north', 'north', 'east', 'south', 'south', 'north', 'east', 'east', 'north', 'east', 'west', 'south', 'north', 'west', 'north', 'east', 'north', 'west', 'south', 'east', 'north', 'west', 'south']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=0, gravity=3.0, z=149, grid_key=default, model_id=MAI-Thinking-1, tier_name=baseline, experiment_hash=43c8af7d2365bc3f3f49d81450a9dce189da1ebf9d0e9888f40c53ab3d1407df
Latency(ms): 62720.618
InputTokens: 3035
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[5,5]
[4,5]
[3,5]
[3,4]
[2,4]
[2,5]
[1,5]
[1,4]
[1,5]
[0,5]
[0,4]
[0,5]
[1,5]
[1,0]
[1,5]
[1,0]
[1,1]
[1,0]
[2,0]
[3,0]
[3,5]
[2,5]
[2,4]
[3,4]
[3,5]
[2,5]
[3,5]
[4,5]
[5,5]
[4,5]
[4,0]
[3,0]
[4,0]
[5,0]
[5,5]
[5,4]
[6,4]
[5,4]
[4,4]
[4,3]
[3,3]
[3,2]
[3,1]
[3,0]
[2,0]
[2,1]
[3,1]
[4,1]
[4,0]
[4,5]
[4,4]
[5,4]
[6,4]
[6,5]
[5,5]
[5,4]
[4,4]
[4,5]
[4,0]
[4,5]
[3,5]
[4,5]
[3,5]
[2,5]
[2,4]
[2,3]
[1,3]
[2,3]
[2,2]
[1,2]
[1,3]
[1,4]
[2,4]
[2,3]
[2,2]
[1,2]
[1,1]
[2,1]
[2,0]
[2,1]
[1,1]
[0,1]
[0,2]
[7,2]
[6,2]
[7,2]
[7,1]
[7,2]
[0,2]
[1,2]
[2,2]
[2,1]
[2,2]
[3,2]
[3,3]
[4,3]
[3,3]
[2,3]
[2,4]
[3,4]
[3,3]
[3,4]
[3,3]
[3,2]
[2,2]
[1,2]
[1,1]
[0,1]
[1,1]
[1,0]
[1,5]
[1,4]
[0,4]
[0,5]
[0,4]
[0,5]
[1,5]
[2,5]
[2,0]
[3,0]
[3,5]
[2,5]
[2,0]
[2,5]
[2,0]
[2,1]
[3,1]
[3,2]
[3,3]
[4,3]
[4,2]
[4,1]
[4,2]
[5,2]
[6,2]
[6,3]
[7,3]
[6,3]
[6,2]
[6,3]
[5,3]
[5,4]
[6,4]
[6,5]
[5,5]
[5,4]
[6,4]
[6,5]
[5,5]
[5,4]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=149, gravity=3.0, tier=1, grid=default
Grid: 6x8
InitialState: (1, 1)
Actions: ['west', 'south', 'south', 'west', 'east', 'east', 'west', 'north', 'south', 'east', 'east', 'west', 'south', 'west', 'south', 'north', 'east', 'west', 'east', 'east', 'north', 'east', 'north', 'north', 'west', 'south', 'south', 'west', 'north', 'south', 'east', 'west', 'south', 'south', 'south', 'west', 'south', 'east', 'south', 'east', 'east', 'north', 'north', 'east', 'north', 'west', 'south', 'north', 'south', 'north', 'west', 'north', 'west', 'south', 'west', 'west', 'south', 'west', 'east', 'south', 'south', 'east', 'north', 'west', 'east', 'south', 'south', 'west', 'north', 'north', 'north', 'east', 'south', 'north', 'south', 'east', 'north', 'west', 'south', 'west', 'west', 'east', 'west', 'south', 'north', 'east', 'south', 'north', 'east', 'north', 'north', 'south', 'north', 'south', 'north', 'south', 'west', 'south', 'south', 'west', 'west', 'west', 'south', 'west', 'south', 'east', 'south', 'west', 'east', 'east', 'south', 'south', 'south', 'north', 'south', 'west', 'south', 'east', 'west', 'west', 'south', 'south', 'east', 'south', 'west', 'south', 'east', 'north', 'west', 'west', 'east', 'west', 'west', 'east', 'west', 'east', 'west', 'east', 'north', 'south', 'west', 'east', 'north', 'south', 'west', 'east', 'north', 'west', 'north']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=1, gravity=3.0, z=149, grid_key=default, model_id=MAI-Thinking-1, tier_name=semantic_disruption, experiment_hash=79ad9e3af659b431cf9236cb41639db6085f1842724cf41d573e4b6c390383a9
Latency(ms): 62050.233
InputTokens: 3033
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[1,1]
[0,1]
[0,0]
[0,7]
[5,7]
[0,7]
[1,7]
[0,7]
[0,0]
[0,7]
[1,7]
[2,7]
[1,7]
[1,6]
[0,6]
[0,5]
[0,6]
[1,6]
[0,6]
[1,6]
[2,6]
[2,7]
[3,7]
[3,0]
[3,1]
[2,1]
[2,0]
[2,7]
[1,7]
[1,0]
[1,7]
[2,7]
[1,7]
[1,6]
[1,5]
[1,4]
[0,4]
[0,3]
[1,3]
[1,2]
[2,2]
[3,2]
[3,3]
[3,4]
[4,4]
[4,5]
[3,5]
[3,4]
[3,5]
[3,4]
[3,5]
[2,5]
[2,6]
[1,6]
[1,5]
[0,5]
[5,5]
[5,4]
[4,4]
[5,4]
[5,3]
[5,2]
[0,2]
[0,3]
[5,3]
[0,3]
[0,2]
[0,1]
[5,1]
[5,2]
[5,3]
[5,4]
[0,4]
[0,3]
[0,4]
[0,3]
[1,3]
[1,4]
[0,4]
[0,3]
[5,3]
[4,3]
[5,3]
[4,3]
[4,2]
[4,3]
[5,3]
[5,2]
[5,3]
[0,3]
[0,4]
[0,5]
[0,4]
[0,5]
[0,4]
[0,5]
[0,4]
[5,4]
[5,3]
[5,2]
[4,2]
[3,2]
[2,2]
[2,1]
[1,1]
[1,0]
[2,0]
[2,7]
[1,7]
[2,7]
[3,7]
[3,6]
[3,5]
[3,4]
[3,5]
[3,4]
[2,4]
[2,3]
[3,3]
[2,3]
[1,3]
[1,2]
[1,1]
[2,1]
[2,0]
[1,0]
[1,7]
[2,7]
[2,0]
[1,0]
[0,0]
[1,0]
[0,0]
[5,0]
[0,0]
[5,0]
[0,0]
[5,0]
[0,0]
[0,1]
[0,0]
[5,0]
[0,0]
[0,1]
[0,0]
[5,0]
[0,0]
[0,1]
[5,1]
[5,2]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=149, gravity=3.0, tier=2, grid=default
Grid: 7x7
InitialState: (0, 1)
Actions: ['west', 'west', 'north', 'west', 'west', 'south', 'east', 'south', 'south', 'south', 'north', 'west', 'west', 'east', 'west', 'east', 'west', 'north', 'west', 'west', 'west', 'east', 'south', 'north', 'south', 'north', 'east', 'south', 'south', 'south', 'east', 'south', 'east', 'west', 'east', 'north', 'south', 'south', 'west', 'east', 'north', 'south', 'east', 'east', 'south', 'east', 'south', 'north', 'north', 'north', 'north', 'east', 'north', 'north', 'east', 'north', 'south', 'north', 'east', 'west', 'north', 'west', 'east', 'south', 'east', 'east', 'west', 'north', 'north', 'west', 'north', 'east', 'north', 'east', 'south', 'east', 'north', 'south', 'south', 'north', 'south', 'north', 'west', 'west', 'east', 'east', 'south', 'north', 'north', 'south', 'north', 'west', 'west', 'north', 'south', 'north', 'north', 'south', 'east', 'south', 'north', 'west', 'south', 'west', 'north', 'east', 'east', 'north', 'north', 'south', 'north', 'south', 'east', 'west', 'north', 'west', 'south', 'west', 'north', 'north', 'south', 'south', 'west', 'west', 'west', 'north', 'east', 'north', 'east', 'south', 'east', 'east', 'west', 'south', 'south', 'north', 'west', 'south', 'south', 'east', 'east', 'north', 'south', 'east', 'north', 'east', 'south', 'west', 'west']
TransitionRules: {'north': {'dx': 0, 'dy': -1}, 'south': {'dx': 0, 'dy': 1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=2, gravity=3.0, z=149, grid_key=default, model_id=MAI-Thinking-1, tier_name=attribute_inversion, experiment_hash=df13893ee25c7226974c912db6e41d6463e0c2685036bba760ee509109a4d83d
Latency(ms): 62722.555
InputTokens: 3036
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[0,1]
[6,1]
[5,1]
[5,0]
[4,0]
[3,0]
[3,1]
[4,1]
[4,2]
[4,3]
[4,4]
[4,3]
[3,3]
[2,3]
[3,3]
[2,3]
[3,3]
[2,3]
[2,2]
[1,2]
[0,2]
[6,2]
[0,2]
[0,3]
[0,2]
[0,3]
[0,2]
[1,2]
[1,3]
[1,4]
[1,5]
[2,5]
[2,6]
[3,6]
[2,6]
[3,6]
[3,5]
[3,6]
[3,0]
[2,0]
[3,0]
[3,6]
[3,0]
[4,0]
[5,0]
[5,1]
[6,1]
[6,2]
[6,1]
[6,0]
[6,6]
[6,5]
[0,5]
[0,4]
[0,3]
[1,3]
[1,2]
[1,3]
[1,2]
[2,2]
[1,2]
[1,1]
[0,1]
[1,1]
[1,2]
[2,2]
[3,2]
[2,2]
[2,1]
[2,0]
[1,0]
[1,6]
[2,6]
[2,5]
[3,5]
[3,6]
[4,6]
[4,5]
[4,6]
[4,0]
[4,6]
[4,0]
[4,6]
[3,6]
[2,6]
[3,6]
[4,6]
[4,0]
[4,6]
[4,5]
[4,6]
[4,5]
[3,5]
[2,5]
[2,4]
[2,5]
[2,4]
[2,3]
[2,4]
[3,4]
[3,5]
[3,4]
[2,4]
[2,5]
[1,5]
[1,4]
[2,4]
[3,4]
[3,3]
[3,2]
[3,3]
[3,2]
[3,3]
[4,3]
[3,3]
[3,2]
[2,2]
[2,3]
[1,3]
[1,2]
[1,1]
[1,2]
[1,3]
[0,3]
[6,3]
[5,3]
[5,2]
[6,2]
[6,1]
[0,1]
[0,2]
[1,2]
[2,2]
[1,2]
[1,3]
[1,4]
[1,3]
[0,3]
[0,4]
[0,5]
[1,5]
[2,5]
[2,4]
[2,5]
[3,5]
[3,4]
[4,4]
[4,5]
[3,5]
[2,5]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=149, gravity=3.0, tier=3, grid=default
Grid: 9x12
InitialState: (4, 6)
Actions: ['south', 'west', 'south', 'south', 'south', 'north', 'south', 'east', 'west', 'north', 'south', 'north', 'south', 'north', 'north', 'north', 'east', 'north', 'south', 'south', 'west', 'south', 'south', 'south', 'east', 'west', 'east', 'east', 'east', 'south', 'west', 'south', 'south', 'south', 'east', 'north', 'north', 'west', 'east', 'north', 'west', 'east', 'north', 'south', 'north', 'east', 'west', 'east', 'east', 'east', 'west', 'west', 'north', 'south', 'east', 'west', 'east', 'north', 'south', 'north', 'west', 'south', 'east', 'north', 'north', 'north', 'north', 'east', 'east', 'north', 'south', 'west', 'north', 'north', 'east', 'west', 'west', 'west', 'east', 'south', 'west', 'east', 'south', 'east', 'east', 'north', 'north', 'south', 'north', 'east', 'south', 'north', 'north', 'west', 'east', 'east', 'east', 'south', 'east', 'north', 'west', 'south', 'north', 'north', 'west', 'west', 'north', 'north', 'east', 'west', 'north', 'west', 'south', 'north', 'east', 'south', 'west', 'south', 'south', 'west', 'east', 'north', 'south', 'north', 'north', 'east', 'west', 'north', 'north', 'south', 'east', 'west', 'north', 'west', 'north', 'north', 'north', 'west', 'west', 'north', 'east', 'west', 'north', 'east', 'east', 'east', 'north', 'east', 'north']
TransitionRules: {'north': {'dx': -1, 'dy': 0}, 'south': {'dx': 1, 'dy': 0}, 'east': {'dx': 0, 'dy': 1}, 'west': {'dx': 0, 'dy': -1}}
EnvironmentMetadata: seed=6430, tier=3, gravity=3.0, z=149, grid_key=default, model_id=MAI-Thinking-1, tier_name=coordinate_transformation, experiment_hash=92d54291db09ba15425a13b294c087f6e497420cc98714497b01ff594c69b555
Latency(ms): 62310.676
InputTokens: 3036
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[4,6]
[5,6]
[5,5]
[6,5]
[7,5]
[8,5]
[7,5]
[8,5]
[8,6]
[8,5]
[7,5]
[8,5]
[7,5]
[8,5]
[7,5]
[6,5]
[5,5]
[5,6]
[4,6]
[5,6]
[6,6]
[6,5]
[7,5]
[8,5]
[0,5]
[0,6]
[0,5]
[0,6]
[0,7]
[0,8]
[1,8]
[1,7]
[2,7]
[3,7]
[4,7]
[4,8]
[3,8]
[2,8]
[2,7]
[2,8]
[1,8]
[1,7]
[1,8]
[0,8]
[1,8]
[0,8]
[0,9]
[0,8]
[0,9]
[0,10]
[0,11]
[0,10]
[0,9]
[8,9]
[0,9]
[0,10]
[0,9]
[0,10]
[8,10]
[0,10]
[8,10]
[8,9]
[0,9]
[0,10]
[8,10]
[7,10]
[6,10]
[5,10]
[5,11]
[5,0]
[4,0]
[5,0]
[5,11]
[4,11]
[3,11]
[3,0]
[3,11]
[3,10]
[3,9]
[3,10]
[4,10]
[4,9]
[4,10]
[5,10]
[5,11]
[5,0]
[4,0]
[3,0]
[4,0]
[3,0]
[3,1]
[4,1]
[3,1]
[2,1]
[2,0]
[2,1]
[2,2]
[2,3]
[3,3]
[3,4]
[2,4]
[2,3]
[3,3]
[2,3]
[1,3]
[1,2]
[1,1]
[0,1]
[8,1]
[8,2]
[8,1]
[7,1]
[7,0]
[8,0]
[7,0]
[7,1]
[8,1]
[8,0]
[0,0]
[1,0]
[1,11]
[1,0]
[0,0]
[1,0]
[0,0]
[8,0]
[8,1]
[8,0]
[7,0]
[6,0]
[7,0]
[7,1]
[7,0]
[6,0]
[6,11]
[5,11]
[4,11]
[3,11]
[3,10]
[3,9]
[2,9]
[2,10]
[2,9]
[1,9]
[1,10]
[1,11]
[1,0]
[0,0]
[0,1]
[8,1]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=149, gravity=3.0, tier=0, grid=default
Grid: 8x8
InitialState: (6, 2)
Actions: ['east', 'north', 'north', 'north', 'east', 'north', 'south', 'north', 'west', 'west', 'west', 'west', 'south', 'east', 'south', 'east', 'east', 'south', 'east', 'east', 'north', 'north', 'south', 'north', 'north', 'west', 'north', 'north', 'south', 'east', 'south', 'south', 'east', 'north', 'west', 'west', 'west', 'south', 'west', 'west', 'north', 'east', 'east', 'south', 'west', 'east', 'east', 'north', 'north', 'west', 'south', 'west', 'west', 'east', 'east', 'east', 'east', 'west', 'east', 'west', 'north', 'north', 'east', 'east', 'west', 'south', 'south', 'west', 'south', 'west', 'north', 'north', 'east', 'east', 'east', 'west', 'west', 'north', 'west', 'east', 'north', 'west', 'south', 'east', 'south', 'west', 'north', 'west', 'north', 'east', 'west', 'south', 'east', 'west', 'east', 'south', 'west', 'east', 'west', 'south', 'north', 'east', 'south', 'north', 'east', 'north', 'north', 'east', 'north', 'east', 'south', 'south', 'west', 'east', 'south', 'west', 'west', 'west', 'south', 'south', 'south', 'west', 'north', 'east', 'north', 'east', 'north', 'north', 'west', 'east', 'north', 'north', 'east', 'east', 'west', 'west', 'west', 'west', 'west', 'south', 'north', 'north', 'north', 'west', 'north', 'north', 'west', 'east', 'south']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=0, gravity=3.0, z=149, grid_key=default, model_id=MAI-Thinking-1, tier_name=baseline, experiment_hash=943a9c29480ee0f79ec649fb34cb7062eee52dd964d45eb921699a0838976224
Latency(ms): 62270.919
InputTokens: 3032
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[6,2]
[7,2]
[7,3]
[7,4]
[7,5]
[0,5]
[0,6]
[0,5]
[0,6]
[7,6]
[6,6]
[5,6]
[4,6]
[4,5]
[5,5]
[5,4]
[6,4]
[7,4]
[7,3]
[0,3]
[1,3]
[1,4]
[1,5]
[1,4]
[1,5]
[1,6]
[0,6]
[0,7]
[0,0]
[0,7]
[1,7]
[1,6]
[1,5]
[2,5]
[2,6]
[1,6]
[0,6]
[7,6]
[7,5]
[6,5]
[5,5]
[5,6]
[6,6]
[7,6]
[7,5]
[6,5]
[7,5]
[0,5]
[0,6]
[0,7]
[7,7]
[7,6]
[6,6]
[5,6]
[6,6]
[7,6]
[0,6]
[1,6]
[0,6]
[1,6]
[0,6]
[0,7]
[0,0]
[1,0]
[2,0]
[1,0]
[1,7]
[1,6]
[0,6]
[0,5]
[7,5]
[7,6]
[7,7]
[0,7]
[1,7]
[2,7]
[1,7]
[0,7]
[0,0]
[7,0]
[0,0]
[0,1]
[7,1]
[7,0]
[0,0]
[0,7]
[7,7]
[7,0]
[6,0]
[6,1]
[7,1]
[6,1]
[6,0]
[7,0]
[6,0]
[7,0]
[7,7]
[6,7]
[7,7]
[6,7]
[6,6]
[6,7]
[7,7]
[7,6]
[7,7]
[0,7]
[0,0]
[0,1]
[1,1]
[1,2]
[2,2]
[2,1]
[2,0]
[1,0]
[2,0]
[2,7]
[1,7]
[0,7]
[7,7]
[7,6]
[7,5]
[7,4]
[6,4]
[6,5]
[7,5]
[7,6]
[0,6]
[0,7]
[0,0]
[7,0]
[0,0]
[0,1]
[0,2]
[1,2]
[2,2]
[1,2]
[0,2]
[7,2]
[6,2]
[5,2]
[5,1]
[5,2]
[5,3]
[5,4]
[4,4]
[4,5]
[4,6]
[3,6]
[4,6]
[4,5]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=149, gravity=3.0, tier=1, grid=default
Grid: 9x10
InitialState: (3, 0)
Actions: ['south', 'east', 'east', 'west', 'east', 'east', 'south', 'east', 'north', 'north', 'east', 'south', 'west', 'east', 'east', 'west', 'north', 'east', 'north', 'north', 'south', 'west', 'south', 'east', 'north', 'south', 'east', 'south', 'north', 'west', 'south', 'east', 'north', 'north', 'east', 'north', 'east', 'east', 'north', 'south', 'north', 'south', 'west', 'east', 'east', 'north', 'west', 'south', 'east', 'south', 'north', 'north', 'west', 'east', 'south', 'west', 'north', 'east', 'east', 'south', 'east', 'east', 'west', 'north', 'west', 'east', 'south', 'east', 'south', 'south', 'south', 'north', 'south', 'south', 'east', 'east', 'west', 'west', 'south', 'east', 'north', 'south', 'east', 'west', 'south', 'west', 'north', 'east', 'north', 'north', 'north', 'north', 'east', 'west', 'south', 'north', 'east', 'east', 'south', 'east', 'north', 'north', 'north', 'north', 'west', 'west', 'north', 'east', 'west', 'north', 'north', 'north', 'south', 'north', 'south', 'south', 'west', 'east', 'west', 'east', 'east', 'south', 'south', 'west', 'south', 'west', 'east', 'east', 'west', 'north', 'west', 'west', 'west', 'north', 'east', 'south', 'south', 'south', 'west', 'east', 'west', 'east', 'south', 'north', 'north', 'north', 'north', 'north', 'east']
TransitionRules: {'north': {'dx': 0, 'dy': 1}, 'south': {'dx': 0, 'dy': -1}, 'east': {'dx': 1, 'dy': 0}, 'west': {'dx': -1, 'dy': 0}}
EnvironmentMetadata: seed=6430, tier=1, gravity=3.0, z=149, grid_key=default, model_id=MAI-Thinking-1, tier_name=semantic_disruption, experiment_hash=88ed4f77a6c8fec85b599342e6f175cb7d41e175fb3d979c9a18d32ee186730f
Latency(ms): 62107.469
InputTokens: 3079
OutputTokens: 2
------------------------------
[MODEL OUTPUT]:
[EXCEPTION]

[GROUND TRUTH EXPECTED]:
[3,0]
[3,9]
[4,9]
[5,9]
[4,9]
[5,9]
[6,9]
[6,8]
[7,8]
[7,9]
[7,0]
[8,0]
[8,9]
[7,9]
[8,9]
[0,9]
[8,9]
[8,0]
[0,0]
[0,1]
[0,2]
[0,1]
[8,1]
[8,0]
[0,0]
[0,1]
[0,0]
[1,0]
[1,9]
[1,0]
[0,0]
[0,9]
[1,9]
[1,0]
[1,1]
[2,1]
[2,2]
[3,2]
[4,2]
[4,3]
[4,2]
[4,3]
[4,2]
[3,2]
[4,2]
[5,2]
[5,3]
[4,3]
[4,2]
[5,2]
[5,1]
[5,2]
[5,3]
[4,3]
[5,3]
[5,2]
[4,2]
[4,3]
[5,3]
[6,3]
[6,2]
[7,2]
[8,2]
[7,2]
[7,3]
[6,3]
[7,3]
[7,2]
[8,2]
[8,1]
[8,0]
[8,9]
[8,0]
[8,9]
[8,8]
[0,8]
[1,8]
[0,8]
[8,8]
[8,7]
[0,7]
[0,8]
[0,7]
[1,7]
[0,7]
[0,6]
[8,6]
[8,7]
[0,7]
[0,8]
[0,9]
[0,0]
[0,1]
[1,1]
[0,1]
[0,0]
[0,1]
[1,1]
[2,1]
[2,0]
[3,0]
[3,1]
[3,2]
[3,3]
[3,4]
[2,4]
[1,4]
[1,5]
[2,5]
[1,5]
[1,6]
[1,7]
[1,8]
[1,7]
[1,8]
[1,7]
[1,6]
[0,6]
[1,6]
[0,6]
[1,6]
[2,6]
[2,5]
[2,4]
[1,4]
[1,3]
[0,3]
[1,3]
[2,3]
[1,3]
[1,4]
[0,4]
[8,4]
[7,4]
[7,5]
[8,5]
[8,4]
[8,3]
[8,2]
[7,2]
[8,2]
[7,2]
[8,2]
[8,1]
[8,2]
[8,3]
[8,4]
[8,5]
[8,6]
[0,6]

==============================

=== RAW STREAM ENTRY (Tokens: 62) ===
Parameters: z=149, gravity=3.0, tier=2, grid=default
Grid: 5x7
InitialState: (4, 4)
